Amplitude, Central_freq, Width, Splitting, Asymmetry, Inclination_angle, Background
1.1494096024,2844.95955142,0.821958342741,0.572727051577,-0.403228586389,49.632005719,0.278933070839
0.0780759053893,0.367866181286,0.223045770913,0.503669123017,0.447652081751,27.6326292542,0.0107108200375
0.0780061549495,0.167183070267,0.210854925928,0.362777080967,0.337106797049,31.2272127943,0.0107773087148
1.47765592941,2993.32722283,1.09480676301,0.676607749157,0.577954298096,27.0906339518,0.250636154978
0.0750988280035,0.0870969038842,0.251711597456,0.776570883546,0.268774665529,8.81020636666,0.010949950479
0.0749570675208,0.0767414281513,0.214546373116,0.389225410273,0.722732994944,9.00867469534,0.0106749513323
1.76869213504,3142.47922532,0.912692860572,0.551021664812,-0.444421446241,60.6665295695,0.277351290007
0.0837799131215,0.390596242623,0.207720057054,0.391184049081,0.535845738653,17.5857686277,0.0118875420813
0.0779610459387,0.301337088583,0.1807187909,0.337682347332,0.361424889497,24.9636518906,0.0126052001514
1.90996805637,3291.56799283,1.07157014265,0.669170141572,-0.445478846113,38.3163128508,0.245729971729
0.0768560624035,0.242353648452,0.188634848873,0.529862028354,0.392591453341,35.5275043337,0.0115200901238
0.0800189294521,0.132288909314,0.177428572147,0.449668045902,0.340931472498,18.3744863833,0.0111885419294
2.39163540035,3440.84579399,1.28376688566,0.622241911745,-0.218745916846,30.296582391,0.23000590824
0.0875644002626,0.335298811918,0.169077829909,0.588690535556,0.643892056701,44.6680475316,0.0130853538127
0.0806246794993,0.0961979590284,0.161755098151,0.43675727069,0.462178235247,16.8629527662,0.0133050493698
2.31524225774,3590.48293898,1.24338510643,0.635125039698,0.0182233832033,52.4777191972,0.218535064375
0.0864349117191,0.556743885361,0.227818390312,0.310553786841,0.330171904073,22.6704204482,0.0133352795675
0.0834228984042,0.184253520432,0.209198625306,0.382956057024,0.801084395654,16.6609658412,0.0125854468724
2.20882430648,3739.79649305,1.79730076078,0.539231947383,-0.0196461881925,45.1659073749,0.216226362854
0.0856120641822,0.509363239081,0.289636614092,0.442885325643,0.491739723524,28.2368356984,0.0147130700838
0.082615382185,0.169637453761,0.313775571542,0.368452425911,0.699359956392,20.2189054998,0.015121523057
1.90030791072,3889.39591862,1.38739735128,1.25635551708,0.517361472719,39.4931376106,0.248059037473
0.0813065973487,0.105708635344,0.30091538615,0.204455240319,0.183829413309,4.28919584599,0.0135081308071
0.0783748678234,0.107742583119,0.215356877466,0.286679712025,0.155078123642,4.50105523762,0.0133511355353
1.72304822052,4040.04117201,3.77955279717,0.796653351983,-0.171189623196,51.725486606,0.22379000661
0.133588387209,0.434622116206,0.728409990194,0.830420398725,0.68254759239,25.7085588419,0.020964057775
0.139407040645,0.325405537773,0.830365698889,0.550259403713,0.590133598403,27.6904083329,0.0206050740538
